acc,cluster_id
UniRef90_A0A1A8XZF9,59
UniRef90_A0A1A9B5W4,170
UniRef90_A0A1A9EUF5,33
UniRef90_A0A1A9F495,178
UniRef90_A0A1A9FG42,290
UniRef90_A0A1A9GHP9,170
UniRef90_A0A1A9HQM4,139
UniRef90_A0A1A9HZX8,63
UniRef90_A0A1A9I225,300
UniRef90_A0A1A9I6U9,209
UniRef90_A0A1A9IZ96,38
UniRef90_A0A1A9NKT8,178
UniRef90_A0A1A9QP65,38
UniRef90_A0A1B0C491,178
UniRef90_A0A1B1ANJ8,62
UniRef90_A0A1B1AQP3,38
UniRef90_A0A1B1BFD4,170
UniRef90_A0A1B1EAK0,219
UniRef90_A0A1B1FP17,26
UniRef90_A0A1B1FY22,209
UniRef90_A0A1B1MF99,38
UniRef90_A0A1B1NFT6,170
UniRef90_A0A1B1NKF7,94
UniRef90_A0A1B1PZQ0,76
UniRef90_A0A1B1Q0W6,28
UniRef90_A0A1B1U5R5,275
UniRef90_A0A1B1UD44,255
UniRef90_A0A1B1WEC1,170
UniRef90_A0A1B1Y355,76
UniRef90_A0A1B1YHH8,42
UniRef90_A0A1B1YVN1,178
UniRef90_A0A1B1YZB2,108
UniRef90_A0A1B1ZWD4,170
UniRef90_A0A1B2ABC7,62
UniRef90_A0A1B2HIM1,170
UniRef90_A0A1B2I945,128
UniRef90_A0A1B2IZI1,108
UniRef90_A0A1B2N178,178
UniRef90_A0A1B2YP63,26
UniRef90_A0A1B2YZT6,76
UniRef90_A0A1B3BBK7,102
UniRef90_A0A1B3BD70,178
UniRef90_A0A1B3E0S1,227
UniRef90_A0A1B3E1C8,33
UniRef90_A0A1B3LRX3,178
UniRef90_A0A1B3NGR8,75
UniRef90_A0A1B3P4R7,59
UniRef90_A0A1B3PNJ3,178
UniRef90_A0A1B3SJ90,130
UniRef90_A0A1B3WF53,38
UniRef90_A0A1B3WTS0,37
UniRef90_A0A1B3ZAT3,62
UniRef90_A0A1B4VAE7,2
UniRef90_A0A1B4XFB9,2
UniRef90_A0A1B4XIG5,121
UniRef90_A0A1B4YZK3,77
UniRef90_A0A1B6BJ10,302
UniRef90_A0A1B6YB65,76
UniRef90_A0A1B6Z0E5,75
UniRef90_A0A1B6ZEJ8,62
UniRef90_A0A1B7HGF7,87
UniRef90_A0A1B7HLI3,87
UniRef90_A0A1B7HYD7,290
UniRef90_A0A1B7JRI7,290
UniRef90_A0A1B7K965,45
UniRef90_A0A1B7LCP7,128
UniRef90_A0A1B7LLZ9,38
UniRef90_A0A1B7LW88,38
UniRef90_A0A1B7XB07,121
UniRef90_A0A1B7XJA9,26
UniRef90_A0A1B7Z5Y8,75
UniRef90_A0A1B7Z9B4,47
UniRef90_A0A1B8HCZ5,290
UniRef90_A0A1B8JAX4,275
UniRef90_A0A1B8P390,33
UniRef90_A0A1B8PM23,121
UniRef90_A0A1B8QG27,121
UniRef90_A0A1B8RLC2,302
UniRef90_A0A1B8U5J7,76
UniRef90_A0A1B8UT37,165
UniRef90_A0A1B8VCS9,33
UniRef90_A0A1B8VE41,33
UniRef90_A0A1B9DHE6,26
UniRef90_A0A1B9E3R6,26
UniRef90_A0A1B9F4W5,62
UniRef90_A0A1B9F774,106
UniRef90_A0A1B9F7K5,106
UniRef90_A0A1B9N7T9,170
UniRef90_A0A1B9PPA5,219
UniRef90_A0A1B9XZX3,76
UniRef90_A0A1C0AC21,37
UniRef90_A0A1C0AEM0,302
UniRef90_A0A1C0AH71,170
UniRef90_A0A1C0BHF7,116
UniRef90_A0A1C0BS08,108
UniRef90_A0A1C0TUB2,129
UniRef90_A0A1C0U675,290
UniRef90_A0A1C0UVG6,15
UniRef90_A0A1C0YLK2,108
UniRef90_A0A1C2AK60,62
UniRef90_A0A1C2BUQ8,36
UniRef90_A0A1C2DRH9,176
UniRef90_A0A1C2G1J4,121
UniRef90_A0A1C2H7G6,75
UniRef90_A0A1C2Y225,42
UniRef90_A0A1C3EAV5,31
UniRef90_A0A1C3ERU0,94
UniRef90_A0A1C3FDF1,19
UniRef90_A0A1C3K6U3,139
UniRef90_A0A1C3L4A9,178
UniRef90_A0A1C3RDH8,62
UniRef90_A0A1C3YUN1,63
UniRef90_A0A1C3ZNR9,209
UniRef90_A0A1C3ZYV4,27
UniRef90_A0A1C4H520,38
UniRef90_A0A1C4J7A0,38
UniRef90_A0A1C4SH76,38
UniRef90_A0A1C5F8X7,38
UniRef90_A0A1C5KHK7,302
UniRef90_A0A1C5LD03,116
UniRef90_A0A1C5MDT4,302
UniRef90_A0A1C5MKN9,302
UniRef90_A0A1C5NBQ4,55
UniRef90_A0A1C5PUB2,74
UniRef90_A0A1C5R9U1,302
UniRef90_A0A1C5THD8,76
UniRef90_A0A1C5TQR3,302
UniRef90_A0A1C5U9X1,55
UniRef90_A0A1C5UDU0,55
UniRef90_A0A1C5UZR5,116
UniRef90_A0A1C5V5K8,74
UniRef90_A0A1C5VEW7,56
UniRef90_A0A1C5VIB7,242
UniRef90_A0A1C5X230,206
UniRef90_A0A1C5XFT3,302
UniRef90_A0A1C5YX11,302
UniRef90_A0A1C5Z9L6,302
UniRef90_A0A1C6A1M1,116
UniRef90_A0A1C6BGF2,55
UniRef90_A0A1C6DLD8,70
UniRef90_A0A1C6DLW0,21
UniRef90_A0A1C6EB33,302
UniRef90_A0A1C6EEW5,21
UniRef90_A0A1C6F793,55
UniRef90_A0A1C6FEL1,55
UniRef90_A0A1C6GY86,108
UniRef90_A0A1C6I6P8,5
UniRef90_A0A1C6ICF5,116
UniRef90_A0A1C6IQE5,302
UniRef90_A0A1C6JYL4,302
UniRef90_A0A1C6LDB3,302
UniRef90_A0A1C6QNN3,38
UniRef90_A0A1C7DCV7,108
UniRef90_A0A1C7FUK4,38
UniRef90_A0A1C7GRX4,116
UniRef90_A0A1C7HHG6,139
UniRef90_A0A1C7ICX8,302
UniRef90_A0A1C7PB09,68
UniRef90_A0A1C7Z217,33
UniRef90_A0A1C9W6N1,121
UniRef90_A0A1C9WM33,38
UniRef90_A0A1C9ZRR5,62
UniRef90_A0A1D2IF81,38
UniRef90_A0A1D2QPI4,202
UniRef90_A0A1D2RSW5,2
UniRef90_A0A1D2U293,178
UniRef90_A0A1D2X7G4,178
UniRef90_A0A1D2X7T5,229
UniRef90_A0A1D2XCZ8,229
UniRef90_A0A1D2YS32,108
UniRef90_A0A1D3TUQ4,302
UniRef90_A0A1D3UQ26,76
UniRef90_A0A1D7NGY7,47
UniRef90_A0A1D7NK08,61
UniRef90_A0A1D7QB64,100
UniRef90_A0A1D7QJA0,44
UniRef90_A0A1D7QND7,63
UniRef90_A0A1D7USB8,179
UniRef90_A0A1D7W1L0,170
UniRef90_A0A1D7XQC4,76
UniRef90_A0A1D7XU94,126
UniRef90_A0A1D7YAH9,38
UniRef90_A0A1D8ARC7,68
UniRef90_A0A1D8AX78,8
UniRef90_A0A1D8B4L0,170
UniRef90_A0A1D8BRG2,170
UniRef90_A0A1D8D8N3,28
UniRef90_A0A1D8G4Q7,38
UniRef90_A0A1D8GJR9,302
UniRef90_A0A1D8IQK4,178
UniRef90_A0A1D8JK35,108
UniRef90_A0A1D8P6J6,76
UniRef90_A0A1D8TBB0,170
UniRef90_A0A1D8UVF7,75
UniRef90_A0A1D9DXS2,170
UniRef90_A0A1D9FI74,302
UniRef90_A0A1D9FM52,27
UniRef90_A0A1D9GHN2,60
UniRef90_A0A1D9MEU0,75
UniRef90_A0A1D9PEW5,26
UniRef90_A0A1E1VRN5,27
UniRef90_A0A1E2S1S8,75
UniRef90_A0A1E2SYP5,9
UniRef90_A0A1E2V9S4,33
UniRef90_A0A1E2VCE8,178
UniRef90_A0A1E2W143,108
UniRef90_A0A1E3BV44,89
UniRef90_A0A1E3C4D0,89
UniRef90_A0A1E3ESI5,104
UniRef90_A0A1E3EYN2,133
UniRef90_A0A1E3G559,184
UniRef90_A0A1E3GY14,75
UniRef90_A0A1E3L620,27
UniRef90_A0A1E3SA15,170
UniRef90_A0A1E3W9Z1,75
UniRef90_A0A1E3X3E7,110
UniRef90_A0A1E3XFV5,268
UniRef90_A0A1E3YF55,37
UniRef90_A0A1E4AML4,76
UniRef90_A0A1E4B6B1,177
UniRef90_A0A1E4C241,112
UniRef90_A0A1E4CKH1,170
UniRef90_A0A1E4CWA3,75
UniRef90_A0A1E4E930,76
UniRef90_A0A1E4EZH5,37
UniRef90_A0A1E4IBE2,139
UniRef90_A0A1E4JX48,178
UniRef90_A0A1E4LH98,116
UniRef90_A0A1E4LIR3,178
UniRef90_A0A1E4M159,170
UniRef90_A0A1E4N4M3,47
UniRef90_A0A1E4NHD0,178
UniRef90_A0A1E4PFG0,170
UniRef90_A0A1E4ZNN6,178
UniRef90_A0A1E4ZQG4,46
UniRef90_A0A1E5BEV6,219
UniRef90_A0A1E5C6C7,94
UniRef90_A0A1E5C7U3,287
UniRef90_A0A1E5CFZ3,121
UniRef90_A0A1E5DBT4,219
UniRef90_A0A1E5E0R0,219
UniRef90_A0A1E5G4D4,108
UniRef90_A0A1E5IKF6,62
UniRef90_A0A1E5IKM0,62
UniRef90_A0A1E5IVM3,264
UniRef90_A0A1E5L162,108
UniRef90_A0A1E5L829,108
UniRef90_A0A1E5LGH7,108
UniRef90_A0A1E5P7R7,38
UniRef90_A0A1E5Q5C9,75
UniRef90_A0A1E5Q6K1,133
UniRef90_A0A1E5QHQ8,15
UniRef90_A0A1E5SKB3,209
UniRef90_A0A1E5SXM8,26
UniRef90_A0A1E5T615,26
UniRef90_A0A1E5UCU8,76
UniRef90_A0A1E5XIQ1,149
UniRef90_A0A1E7DSB1,108
UniRef90_A0A1E7HIF0,62
UniRef90_A0A1E7HLE8,43
UniRef90_A0A1E7HRF5,43
UniRef90_A0A1E7HZP3,62
UniRef90_A0A1E7IWF7,62
UniRef90_A0A1E7J4W5,106
UniRef90_A0A1E7JB37,43
UniRef90_A0A1E7KHM3,38
UniRef90_A0A1E7L461,38
UniRef90_A0A1E7MJQ5,38
UniRef90_A0A1E7PPH7,128
UniRef90_A0A1E7PT91,60
UniRef90_A0A1E7Q4Z0,102
UniRef90_A0A1E7QK12,279
UniRef90_A0A1E7RJJ6,178
UniRef90_A0A1E8CH27,33
UniRef90_A0A1E8CX22,170
UniRef90_A0A1E8F0E6,302
UniRef90_A0A1E8GGP3,108
UniRef90_A0A1E8QAQ5,170
UniRef90_A0A1E8VSK6,37
UniRef90_A0A1E8YJD9,108
UniRef90_A0A1E9AL88,302
UniRef90_A0A1E9HI30,170
UniRef90_A0A1F0QR48,170
UniRef90_A0A1F1DW73,278
UniRef90_A0A1F1JX28,170
UniRef90_A0A1F1L4U4,128
UniRef90_A0A1F1UYX2,128
UniRef90_A0A1F1V2H7,128
UniRef90_A0A1F1VCT2,211
UniRef90_A0A1F1Z1N2,128
UniRef90_A0A1F2QBC3,96
UniRef90_A0A1F2QJY4,37
UniRef90_A0A1F2QZK1,136
UniRef90_A0A1F2R586,119
UniRef90_A0A1F2R7F2,37
UniRef90_A0A1F2R9F3,12
UniRef90_A0A1F2RM61,37
UniRef90_A0A1F2RME6,37
UniRef90_A0A1F2RSN3,49
UniRef90_A0A1F2RX29,12
UniRef90_A0A1F2S172,37
UniRef90_A0A1F2T2N7,12
UniRef90_A0A1F2T804,12
UniRef90_A0A1F2TYP0,12
UniRef90_A0A1F2U9E4,37
UniRef90_A0A1F2ULC7,49
UniRef90_A0A1F2UZQ5,12
UniRef90_A0A1F2V349,49
UniRef90_A0A1F2VH42,37
UniRef90_A0A1F2VWM1,128
UniRef90_A0A1F2WCM2,128
UniRef90_A0A1F2WMK0,128
UniRef90_A0A1F2WVB5,132
UniRef90_A0A1F2X309,62
UniRef90_A0A1F2Y2R2,37
UniRef90_A0A1F2Y3D5,108
UniRef90_A0A1F2YC20,37
UniRef90_A0A1F2YP49,75
UniRef90_A0A1F2Z9M1,62
UniRef90_A0A1F2ZMQ2,62
UniRef90_A0A1F3AQU4,133
UniRef90_A0A1F3B912,132
UniRef90_A0A1F3BA30,62
UniRef90_A0A1F3BFC5,37
UniRef90_A0A1F3CLL6,132
UniRef90_A0A1F3CS54,76
UniRef90_A0A1F3DDQ4,57
UniRef90_A0A1F3DHN9,76
UniRef90_A0A1F3E3A2,76
UniRef90_A0A1F3E546,76
UniRef90_A0A1F3E6F0,57
UniRef90_A0A1F3E9D4,44
UniRef90_A0A1F3F0V8,228
UniRef90_A0A1F3H1I5,74
UniRef90_A0A1F3IE00,44
UniRef90_A0A1F3IHG5,57
UniRef90_A0A1F3J3N0,76
UniRef90_A0A1F3KA56,76
UniRef90_A0A1F3KH24,76
UniRef90_A0A1F3KQV4,57
UniRef90_A0A1F3KV66,36
UniRef90_A0A1F3LDT6,36
UniRef90_A0A1F3M2T8,76
UniRef90_A0A1F3M460,57
UniRef90_A0A1F3MKT0,76
UniRef90_A0A1F3NX76,76
UniRef90_A0A1F3PH32,57
UniRef90_A0A1F3PQZ1,76
UniRef90_A0A1F3QBR4,76
UniRef90_A0A1F3SA77,62
UniRef90_A0A1F3SIE8,62
UniRef90_A0A1F3SY94,62
UniRef90_A0A1F3TZY9,62
UniRef90_A0A1F3VJ71,62
UniRef90_A0A1F3WXG9,62
UniRef90_A0A1F3X5P0,2
UniRef90_A0A1F3XUR3,62
UniRef90_A0A1F3YGQ1,178
UniRef90_A0A1F3YGW0,2
UniRef90_A0A1F3YGY4,2
UniRef90_A0A1F3ZUS2,178
UniRef90_A0A1F3ZY19,2
UniRef90_A0A1F4C4X5,2
UniRef90_A0A1F4CJX3,2
UniRef90_A0A1F4D575,178
UniRef90_A0A1F4JJ76,102
UniRef90_A0A1F4LYA2,59
UniRef90_A0A1F4N0F9,76
UniRef90_A0A1F4NDB0,3
UniRef90_A0A1F4NQX1,197
UniRef90_A0A1F4NT08,197
UniRef90_A0A1F4PIG2,248
UniRef90_A0A1F4PPY2,197
UniRef90_A0A1F4PRA8,248
UniRef90_A0A1F4PX77,12
UniRef90_A0A1F4Q3Q6,246
UniRef90_A0A1F4Q5L1,37
UniRef90_A0A1F4QPP0,248
UniRef90_A0A1F4R302,76
UniRef90_A0A1F4RLF3,246
UniRef90_A0A1F4RMJ1,237
UniRef90_A0A1F4S536,246
UniRef90_A0A1F4SRZ2,246
UniRef90_A0A1F4T862,246
UniRef90_A0A1F4TLI9,246
UniRef90_A0A1F4TM16,246
UniRef90_A0A1F4U6Q7,246
UniRef90_A0A1F4UDI7,41
UniRef90_A0A1F4UKM5,37
UniRef90_A0A1F4V4G9,37
UniRef90_A0A1F4VCL4,37
UniRef90_A0A1F4VF89,37
UniRef90_A0A1F4VFX8,37
UniRef90_A0A1F4VM35,37
UniRef90_A0A1F4VQ95,37
UniRef90_A0A1F4W3I1,37
UniRef90_A0A1F4X4Z2,37
UniRef90_A0A1F4XKC9,197
UniRef90_A0A1F4XMB6,299
UniRef90_A0A1F4Y481,197
UniRef90_A0A1F4Y7G9,299
UniRef90_A0A1F4YE08,37
UniRef90_A0A1F4YH24,299
UniRef90_A0A1F4ZBT8,37
UniRef90_A0A1F4ZT00,37
UniRef90_A0A1F4ZWR5,75
UniRef90_A0A1F5A398,75
UniRef90_A0A1F5A6C3,212
UniRef90_A0A1F5AIS8,212
UniRef90_A0A1F5AJY0,75
UniRef90_A0A1F5AT64,212
UniRef90_A0A1F5AV36,212
UniRef90_A0A1F5AZZ2,197
UniRef90_A0A1F5BEZ7,212
UniRef90_A0A1F5BFB0,212
UniRef90_A0A1F5BVD9,197
UniRef90_A0A1F5CCJ8,197
UniRef90_A0A1F5DEI5,37
UniRef90_A0A1F5E6L6,37
UniRef90_A0A1F5E750,197
UniRef90_A0A1F5EC70,197
UniRef90_A0A1F5EDZ0,197
UniRef90_A0A1F5EJB7,197
UniRef90_A0A1F5EPS5,197
UniRef90_A0A1F5ETP7,197
UniRef90_A0A1F5FHF9,121
UniRef90_A0A1F5FX12,37
UniRef90_A0A1F5G018,37
UniRef90_A0A1F5G2B1,37
UniRef90_A0A1F5G3B3,37
UniRef90_A0A1F5G5B4,37
UniRef90_A0A1F5G926,37
UniRef90_A0A1F5GCV0,37
UniRef90_A0A1F5H5V9,37
UniRef90_A0A1F5HKQ9,37
UniRef90_A0A1F5IXU8,37
UniRef90_A0A1F5J891,178
UniRef90_A0A1F5J8I5,37
UniRef90_A0A1F5JG64,37
UniRef90_A0A1F5K236,37
UniRef90_A0A1F5KAU7,37
UniRef90_A0A1F5KJE1,37
UniRef90_A0A1F5KMQ9,37
UniRef90_A0A1F5MJH9,37
UniRef90_A0A1F5N262,37
UniRef90_A0A1F5N8B7,197
UniRef90_A0A1F5NCJ1,197
UniRef90_A0A1F5NNM7,197
UniRef90_A0A1F5NTV4,197
UniRef90_A0A1F5PA70,197
UniRef90_A0A1F5PKZ7,197
UniRef90_A0A1F5PLY9,197
UniRef90_A0A1F5RJQ0,299
UniRef90_A0A1F5RNQ3,197
UniRef90_A0A1F5S3E4,197
UniRef90_A0A1F5SYN4,197
UniRef90_A0A1F5T539,197
UniRef90_A0A1F5TLS0,197
UniRef90_A0A1F5UNA7,75
UniRef90_A0A1F5V967,37
UniRef90_A0A1F5VDL6,82
UniRef90_A0A1F5VNS0,82
UniRef90_A0A1F5WDX6,197
UniRef90_A0A1F5YFG7,37
UniRef90_A0A1F5YMX9,37
UniRef90_A0A1F5YT19,37
UniRef90_A0A1F5Z1P7,37
UniRef90_A0A1F5Z2A7,177
UniRef90_A0A1F5Z5Q9,37
UniRef90_A0A1F5Z9Y9,37
UniRef90_A0A1F5ZM15,37
UniRef90_A0A1F5ZP31,37
UniRef90_A0A1F5ZTY2,37
UniRef90_A0A1F6A7E3,37
UniRef90_A0A1F6AGK2,37
UniRef90_A0A1F6ASG9,37
UniRef90_A0A1F6BEY1,37
UniRef90_A0A1F6BMD1,197
UniRef90_A0A1F6BX87,197
UniRef90_A0A1F6BXI0,197
UniRef90_A0A1F6BYR4,197
UniRef90_A0A1F6C1T5,197
UniRef90_A0A1F6C342,197
UniRef90_A0A1F6C3Y5,197
UniRef90_A0A1F6CDP3,197
UniRef90_A0A1F6CJB2,197
UniRef90_A0A1F6D1J3,197
UniRef90_A0A1F6DB89,197
UniRef90_A0A1F6DD35,197
UniRef90_A0A1F6E5I4,197
UniRef90_A0A1F6EBD2,197
UniRef90_A0A1F6EEP2,197
UniRef90_A0A1F6ER37,197
UniRef90_A0A1F6FMV5,197
UniRef90_A0A1F6G3Q7,197
UniRef90_A0A1F6GBT8,248
UniRef90_A0A1F6GVD3,248
UniRef90_A0A1F6H9Y1,37
UniRef90_A0A1F6HJP7,37
UniRef90_A0A1F6HR87,37
UniRef90_A0A1F6HRG0,215
UniRef90_A0A1F6HTL7,37
UniRef90_A0A1F6I5P4,37
UniRef90_A0A1F6IC51,37
UniRef90_A0A1F6IFB4,37
UniRef90_A0A1F6IVG9,37
UniRef90_A0A1F6JJZ6,37
UniRef90_A0A1F6JTD8,37
UniRef90_A0A1F6K5G8,37
UniRef90_A0A1F6K6F3,37
UniRef90_A0A1F6KAX3,37
UniRef90_A0A1F6KMC5,37
UniRef90_A0A1F6LTQ1,71
UniRef90_A0A1F6LW04,197
UniRef90_A0A1F6M440,197
UniRef90_A0A1F6MFA4,197
UniRef90_A0A1F6MTN4,197
UniRef90_A0A1F6N4I9,197
UniRef90_A0A1F6NAD0,197
UniRef90_A0A1F6NFG0,197
UniRef90_A0A1F6P806,197
UniRef90_A0A1F6PCI0,197
UniRef90_A0A1F6PUM5,37
UniRef90_A0A1F6PV77,37
UniRef90_A0A1F6QBX8,246
UniRef90_A0A1F6QKP9,37
UniRef90_A0A1F6R7V6,197
UniRef90_A0A1F6RYU3,197
UniRef90_A0A1F6SAV9,37
UniRef90_A0A1F6SFG0,197
UniRef90_A0A1F6T3W4,2
UniRef90_A0A1F6TAY1,121
UniRef90_A0A1F6TFB2,121
UniRef90_A0A1F6TLU6,121
UniRef90_A0A1F6TPT1,2
UniRef90_A0A1F6UXQ0,197
UniRef90_A0A1F6UYF7,121
UniRef90_A0A1F6V5T2,2
UniRef90_A0A1F6VLM2,197
UniRef90_A0A1F6VQS1,197
UniRef90_A0A1F6W5T7,197
UniRef90_A0A1F6WQM5,197
UniRef90_A0A1F6WR22,197
UniRef90_A0A1F6X1X3,197
UniRef90_A0A1F6X4X7,197
UniRef90_A0A1F6XW33,197
UniRef90_A0A1F6Y9H4,197
UniRef90_A0A1F6ZTF4,37
UniRef90_A0A1F7ABQ4,197
UniRef90_A0A1F7ALZ6,197
UniRef90_A0A1F7B1T8,197
UniRef90_A0A1F7BE26,197
UniRef90_A0A1F7BL57,197
UniRef90_A0A1F7CMK2,197
UniRef90_A0A1F7CSL8,197
UniRef90_A0A1F7F082,10
UniRef90_A0A1F7FDP5,299
UniRef90_A0A1F7FUS0,37
UniRef90_A0A1F7GFG0,37
UniRef90_A0A1F7GFH7,37
UniRef90_A0A1F7GTQ3,37
UniRef90_A0A1F7GV55,37
UniRef90_A0A1F7H2E3,37
UniRef90_A0A1F7HIL6,37
UniRef90_A0A1F7ILU2,37
UniRef90_A0A1F7IM65,37
UniRef90_A0A1F7J0K6,37
UniRef90_A0A1F7J6F3,37
UniRef90_A0A1F7JBD3,37
UniRef90_A0A1F7JBT8,37
UniRef90_A0A1F7JDS2,37
UniRef90_A0A1F7JRT7,37
UniRef90_A0A1F7JYJ0,37
UniRef90_A0A1F7KEL0,37
UniRef90_A0A1F7L2I8,37
UniRef90_A0A1F7P9W7,12
UniRef90_A0A1F7QDA4,114
UniRef90_A0A1F7QP68,197
UniRef90_A0A1F7QVK7,197
UniRef90_A0A1F7RIM9,37
UniRef90_A0A1F7RXK0,139
UniRef90_A0A1F7SKW4,144
UniRef90_A0A1F7TH71,75
UniRef90_A0A1F7TL43,197
UniRef90_A0A1F7UIH5,197
UniRef90_A0A1F7UPK0,197
UniRef90_A0A1F7UZ47,197
UniRef90_A0A1F7VEM8,197
UniRef90_A0A1F7W2F0,197
UniRef90_A0A1F7W9X8,197
UniRef90_A0A1F7X7J0,37
UniRef90_A0A1F7X9W5,37
UniRef90_A0A1F7XHS0,37
UniRef90_A0A1F7YFD5,37
UniRef90_A0A1F7YIN7,37
UniRef90_A0A1F7YPX6,37
UniRef90_A0A1F7YZI7,37
UniRef90_A0A1F7YZK3,37
UniRef90_A0A1F8AV38,37
UniRef90_A0A1F8B172,37
UniRef90_A0A1F8B3K2,37
UniRef90_A0A1F8B705,37
UniRef90_A0A1F8B932,37
UniRef90_A0A1F8BQP7,37
UniRef90_A0A1F8C3V1,37
UniRef90_A0A1F8DRS1,197
UniRef90_A0A1F8E9R9,197
UniRef90_A0A1F8EGL7,197
UniRef90_A0A1F8EWS6,197
UniRef90_A0A1F8G5C3,197
UniRef90_A0A1F8GTE5,197
UniRef90_A0A1F8H3D2,197
UniRef90_A0A1F8H5S7,197
UniRef90_A0A1F8H5W7,197
UniRef90_A0A1F8J2G6,138
UniRef90_A0A1F8JQ18,138
UniRef90_A0A1F8JTJ5,138
UniRef90_A0A1F8L415,37
UniRef90_A0A1F8LRB5,37
UniRef90_A0A1F8M1U3,37
UniRef90_A0A1F8M2Q9,131
UniRef90_A0A1F8M4Y3,37
UniRef90_A0A1F8MFJ9,37
UniRef90_A0A1F8MN35,37
UniRef90_A0A1F8MTW3,37
UniRef90_A0A1F8MUZ7,37
UniRef90_A0A1F8MX17,37
UniRef90_A0A1F8N769,37
UniRef90_A0A1F8N809,37
UniRef90_A0A1F8NPP7,131
UniRef90_A0A1F8NQL8,37
UniRef90_A0A1F8NQY4,37
UniRef90_A0A1F8NTB6,131
UniRef90_A0A1F8NVI0,37
UniRef90_A0A1F8NYY9,131
UniRef90_A0A1F8P3F1,37
UniRef90_A0A1F8P982,131
UniRef90_A0A1F8PH32,37
UniRef90_A0A1F8PPK9,131
UniRef90_A0A1F8Q0R0,131
UniRef90_A0A1F8Q3R3,131
UniRef90_A0A1F8QCM8,37
UniRef90_A0A1F8QHS0,37
UniRef90_A0A1F8R0X1,37
UniRef90_A0A1F8R1E3,37
UniRef90_A0A1F8R4R4,37
UniRef90_A0A1F8RKT2,37
UniRef90_A0A1F8RLC4,37
UniRef90_A0A1F8S9V2,37
UniRef90_A0A1F8SDH0,37
UniRef90_A0A1F8SLD6,131
UniRef90_A0A1F8TH26,37
UniRef90_A0A1F8TZX2,302
UniRef90_A0A1F8U5V2,131
UniRef90_A0A1F8UQT6,302
UniRef90_A0A1F8V4F9,178
UniRef90_A0A1F8V6A1,116
UniRef90_A0A1F8V7E7,178
UniRef90_A0A1F8VG87,2
UniRef90_A0A1F8VYX6,59
UniRef90_A0A1F8WI48,62
UniRef90_A0A1F8WV03,62
UniRef90_A0A1F8XFE6,62
UniRef90_A0A1F8XQS8,79
UniRef90_A0A1F8XUT0,62
UniRef90_A0A1F8Y0N2,12
UniRef90_A0A1F8YJ31,96
UniRef90_A0A1F8ZRB3,119
UniRef90_A0A1F8ZRV5,41
UniRef90_A0A1F9A052,62
UniRef90_A0A1F9AJE8,62
UniRef90_A0A1F9ANT3,10
UniRef90_A0A1F9AUS6,54
UniRef90_A0A1F9AWE9,43
UniRef90_A0A1F9B0D7,62
UniRef90_A0A1F9B3M1,54
UniRef90_A0A1F9B3N7,62
UniRef90_A0A1F9B549,37
UniRef90_A0A1F9B6S4,54
UniRef90_A0A1F9BGP4,62
UniRef90_A0A1F9BIG4,62
UniRef90_A0A1F9BIW5,41
UniRef90_A0A1F9BRX4,41
UniRef90_A0A1F9C948,62
UniRef90_A0A1F9CK14,62
UniRef90_A0A1F9D3T6,54
UniRef90_A0A1F9D914,43
UniRef90_A0A1F9DEW6,54
UniRef90_A0A1F9DG81,62
UniRef90_A0A1F9DSQ9,43
UniRef90_A0A1F9E3M3,62
UniRef90_A0A1F9E4B5,62
UniRef90_A0A1F9EHK1,62
UniRef90_A0A1F9ERJ3,12
UniRef90_A0A1F9EYQ5,62
UniRef90_A0A1F9F1Q2,54
UniRef90_A0A1F9FGG2,62
UniRef90_A0A1F9FS62,62
UniRef90_A0A1F9FVH9,54
UniRef90_A0A1F9GHF2,62
UniRef90_A0A1F9GMF9,249
UniRef90_A0A1F9H7Z6,62
UniRef90_A0A1F9HCE9,54
UniRef90_A0A1F9HLV2,62
UniRef90_A0A1F9HNY6,249
UniRef90_A0A1F9HXY1,62
UniRef90_A0A1F9HYF1,62
UniRef90_A0A1F9I8N9,62
UniRef90_A0A1F9IIT5,62
UniRef90_A0A1F9IVR2,62
UniRef90_A0A1F9IXP8,62
UniRef90_A0A1F9K0T6,62
UniRef90_A0A1F9KGK0,62
UniRef90_A0A1F9L4H6,106
UniRef90_A0A1F9LDN0,62
UniRef90_A0A1F9LL30,62
UniRef90_A0A1F9M8B0,62
UniRef90_A0A1F9N0W5,62
UniRef90_A0A1F9N1Y7,43
UniRef90_A0A1F9NQI8,96
UniRef90_A0A1F9NVX3,43
UniRef90_A0A1F9PMY1,62
UniRef90_A0A1F9QRW4,62
UniRef90_A0A1F9S4A3,12
UniRef90_A0A1F9TTY6,62
UniRef90_A0A1F9TZE8,62
UniRef90_A0A1F9UHM5,62
UniRef90_A0A1F9UPP1,62
UniRef90_A0A1F9V5Q0,62
UniRef90_A0A1F9V7E9,62
UniRef90_A0A1F9VLA8,62
UniRef90_A0A1F9VSG2,62
UniRef90_A0A1F9X7D5,62
UniRef90_A0A1F9XA50,62
UniRef90_A0A1F9YC35,299
UniRef90_A0A1F9YKK0,62
UniRef90_A0A1F9YNG9,62
UniRef90_A0A1F9Z4X2,62
UniRef90_A0A1F9ZT26,23
UniRef90_A0A1F9ZWQ3,62
UniRef90_A0A1G0APX9,26
UniRef90_A0A1G0B3J2,26
UniRef90_A0A1G0E596,178
